Accession	ID/Symbol	# of abstracts	abstract list
MI0000802	hsa-mir-340	30	20439467;21692045;22088562;22345618;22797059;22895557;23017470;23484053;23872151;23998897;24398981;24448820;24980435;25043973;25151966;25414259;25450277;25487598;25556489;25627976;25817794;25826780;25831237;26084457;26316084;26394192;26541225;26573744;26607075;26870215;
MI0000803	hsa-mir-330	17	17805466;19597470;21149267;21177307;21448905;22132977;23029364;23337504;23595390;23670210;24278004;24436253;24736727;24862846;25935837;26036346;26045986;
MI0000804	hsa-mir-328	42	18219292;19270061;19345069;19581388;20211135;20375468;20885358;21111402;21219875;21373837;21421876;21448905;21881276;22241070;22447870;22453125;22564856;22637644;22898827;23077581;23589849;23681013;23710743;23991164;24305703;24318997;24444445;24833470;24924885;25314137;25318463;25479940;25562367;25605016;25743834;25824027;25894560;25948184;26026730;26185105;26604785;26900752;
MI0000805	hsa-mir-342	43	18264139;18700954;19151778;19284987;19712440;19749800;19823581;19954774;20448109;20664596;21073436;21172025;21561454;21565830;21737487;22197249;22631664;23073777;23174013;23389951;23391324;23408138;23689423;23951060;24440716;24475217;24577456;24632820;24758184;24768587;24921394;25066298;25232037;25580008;25607660;25612846;25663460;25895816;25908172;26270249;26303911;26860411;26870215;
MI0000806	hsa-mir-337	11	21354599;22425884;22723956;23065518;23137536;23741524;24422944;24641834;24982406;25139266;25174797;
MI0000807	hsa-mir-323a	12	18478077;20554777;20729298;22395025;23202949;23615628;23821546;24093088;24283221;25556445;25772773;26160610;
MI0000808	hsa-mir-326	41	18756266;19838199;19883630;19952055;19955368;20667897;21151203;21453702;21949733;22069274;22564666;22844515;23042677;23142363;23202949;23292865;23341351;23869222;24119443;24279830;24482540;24494749;24652042;24675081;24792898;24937531;25014135;25138213;25173582;25205106;25212831;25412953;25630670;25669148;25742499;25760058;25875481;26111641;26340914;26548724;26773046;
MI0000809	hsa-mir-151a	25	17599088;19074828;20305651;20445018;21143953;21319996;21427086;21456068;21921042;22472564;22489664;22928040;22937028;23416081;23458262;23741524;24039836;24074584;24256616;25023326;25028925;25086740;25200835;25549615;26761212;
MI0000810	hsa-mir-135b	71	16854228;18218722;18632633;18831788;18949015;19795981;20959518;21483685;21789031;21846369;21953293;21956427;22042699;22310912;22473899;22660396;22661558;22664914;22782903;22939244;23055106;23143558;23273170;23328512;23340180;23438844;23477513;23611268;23613887;23623609;23695671;23715500;24064976;24129066;24169524;24169556;24222951;24223191;24343340;24465869;24631529;24691020;24735923;24802670;24841830;24952960;25025684;25190111;25203895;25265336;25284245;25292031;25320245;25416447;25496852;25498451;25503309;25537516;25557290;25571954;25634212;25896762;25936394;26178670;26261511;26351742;26429530;26617737;26856387;26866730;26934863;
MI0000811	hsa-mir-148b	57	18367714;19440384;21205300;21499264;22020560;22344713;22362909;22843616;22927033;23044309;23171948;23227223;23233531;23280316;23418578;23534973;23667173;23683438;23716670;23859989;23870854;24194846;24257477;24352679;24448385;24632606;24709842;24714841;24805877;24843000;24895996;24961907;25051376;25187697;25232827;25261463;25266681;25371718;25462528;25501033;25501703;25518011;25627001;25630670;25705251;25738263;25755777;25904302;25927928;25928282;26250552;26253263;26314468;26530325;26573018;26609469;26895305;
MI0000812	hsa-mir-331	19	19517021;19584056;19996289;20510161;20931396;21070600;21971048;22505520;22701882;22908221;23817697;24142150;24775712;24784704;24825302;25750939;25903466;26002934;26773046;
MI0000813	hsa-mir-324	2	25124499;26763900;
MI0000814	hsa-mir-338	55	17826424;18684991;18991333;19343315;19386621;20202123;20357817;20574809;21671467;21882196;21908875;22064487;22658643;22903028;22912826;22931599;22942717;23202799;23207154;23287464;23342275;23380982;23574781;23599646;23826132;23979835;24039884;24140344;24277750;24371264;24375644;24648262;24736504;24824250;25004125;25070052;25130371;25167801;25204970;25374067;25497327;25531114;25710008;25751313;25755720;25769569;25776272;25803872;25845653;25945841;26004521;26082033;26132195;26252944;26781079;
MI0000815	hsa-mir-339	24	19206004;19520829;20735361;20932331;22685016;22806986;22980291;23085997;23391324;23681013;23696794;23771539;24215168;24352696;24882579;24917186;25193859;25315964;25404690;25576219;25695055;25723320;26175501;26391641;
MI0000816	hsa-mir-335	79	18185580;18373886;18446835;18700954;19996210;20713524;20933506;21046227;21164520;21289068;21471143;21592405;21618216;21822301;22034498;22172575;22335948;22348345;22382496;22445972;22644918;22704963;22802949;22886530;23229728;23232114;23251334;23456549;23533107;23696749;23702843;23708561;23740614;23756429;23801157;23806264;23888996;23966614;23975506;24196612;24223803;24250228;24515774;24582835;24648336;24737483;24758184;24805774;24829139;24859837;24942235;25129312;25135969;25138213;25256683;25301405;25323813;25337272;25350115;25450277;25492484;25520857;25712373;25726255;25784290;25801876;25804796;25846734;25970172;26075299;26133786;26143365;26243143;26287405;26314506;26330330;26402720;26647850;26849733;
MI0000822	hsa-mir-133b	140	16731620;16854228;17210790;17401374;17443681;17468766;17516552;17715156;17761882;18371447;18375574;18464261;18582896;18711016;19059107;19149547;19396161;19487295;19567520;19644046;19654003;19720047;19946373;20163779;20368543;20415550;20468068;20502458;20505319;20619221;20724368;20842122;21351259;21425469;21573504;21586423;21615921;21637854;21645416;21648427;21817153;21881276;21924071;21998125;22000014;22163007;22179829;22195016;22308266;22407299;22532850;22713968;22735742;22883469;22911796;23143398;23150891;23196799;23206218;23296701;23339192;23430405;23451058;23481439;23487791;23493574;23497314;23522383;23597742;23711953;23783274;23810756;23816326;23936094;23967217;23990889;24190542;24239602;24330809;24371146;24371264;24391788;24440526;24443799;24478708;24479666;24594999;24610824;24613927;24714873;24718700;24719334;24742361;24757153;24870791;24885383;24920580;24935473;24959893;24967583;24975488;24976077;25058351;25075017;25111390;25120799;25125495;25152372;25204569;25218846;25280517;25310838;25339771;25354783;25355491;25414595;25433493;25451078;25490679;25501363;25625292;25721733;25728837;25743594;25868726;25955720;26013661;26026730;26076812;26113018;26151111;26276722;26361355;26396496;26622593;26722242;26755652;26790441;26856387;26975470;
MI0000824	hsa-mir-325	9	22438098;22710575;23047628;24531537;24565017;25055905;25612549;25776482;26194496;
MI0000825	hsa-mir-345	15	19776030;21128228;21665895;22937028;23577194;23611221;23970374;24020903;24509687;24893170;24940606;25707426;26227059;26247574;26885027;
MI0000826	hsa-mir-346	20	16822819;19011087;19264453;19342689;21611196;21927029;22002058;22052531;22838046;23324130;23522567;24023731;24157646;24983316;25192497;25472672;25603468;25661065;25738497;26507454;
MI0001145	hsa-mir-384	6	17805466;20230625;21689072;24827165;25186262;26456535;
MI0001150	hsa-mir-196b	65	15105502;16319892;17150553;17675851;18663355;18923441;20058197;20127796;20494936;20549547;20570349;20601442;20662076;20736365;20924650;20957151;21075073;21091634;21255435;21278745;21508684;21624236;21750860;22298639;22353710;22708672;22719192;22723849;22836757;22976466;23049982;23138850;23293219;23435313;23759980;23861821;23894305;24072101;24178064;24222951;24334453;24463357;24586208;24586438;24591085;24747591;25003985;25142144;25218824;25233933;25329796;25428821;25475721;25485932;25605245;25757635;25832031;25889241;25889892;26054667;26116834;26141604;26469550;26626874;26940097;
MI0001444	hsa-mir-422a	13	20351063;20949564;22231906;22290424;22370758;24310454;24317477;24820117;25233400;25251503;25275557;26423405;26546590;
MI0001445	hsa-mir-423	41	19950226;20185794;20466983;20485490;21427083;21687694;21712985;21890460;22028396;22120965;22188991;22558366;22593246;22858654;23344858;23347612;23438607;24122958;24129975;24153252;24205249;24253456;24486742;24506564;24854593;24885463;25203895;25337209;25652124;25663458;25776937;25807655;25901206;25926693;25973030;26083623;26211628;26289417;26331273;26618049;26826223;
MI0001446	hsa-mir-424	85	17327266;17889671;18056638;19692702;20003307;20348243;20462953;20842500;20972325;20972335;21062812;21109926;21179471;21390519;21711342;21885851;21902894;22362069;22469983;22535378;22681934;22964481;22989505;23064179;23263626;23447642;23484053;23520522;23522567;23595390;23599729;23613494;23643257;23653113;23724129;23778472;23790110;23801117;23803556;24051693;24140236;24193225;24223694;24232094;24244675;24331995;24369900;24376808;24427327;24521422;24608518;24628460;24636986;24674452;24675898;24796297;24928469;24960162;24967963;25164015;25175916;25203061;25266660;25420507;25524739;25633049;25670628;25697481;25708247;25716682;25732824;25763574;25872494;25917002;25965165;26017792;26075299;26090723;26209829;26589799;26748253;26775030;26815432;26819413;26823812;
MI0001448	hsa-mir-425	24	18765229;19906709;21055156;21118967;22980291;23174883;23505378;23621234;23867623;24373621;24391813;24571667;24603541;24849932;25040368;25154996;25155861;25450277;25701361;25981392;26136868;26207374;26674378;26801621;
MI0001518	hsa-mir-18b	46	15944709;17045424;19131573;19203451;19486339;19617918;19684618;20724452;20940405;21327300;21501375;21876625;21880309;22310291;22622035;22821209;22969266;23128854;23228962;23249750;23365201;23496901;23625822;23670042;23681229;23916701;23970382;24046283;24131405;24152824;24155113;24168656;24303553;24383669;24815829;25127724;25392691;25591783;25736311;25753120;25756952;25990502;26283734;26607075;26624995;26851511;
MI0001519	hsa-mir-20b	51	15944709;18025036;19706389;19893619;20201611;20232316;20485376;20940405;21042576;21059650;21081659;21714127;21909134;22047531;22430188;22438230;22512273;22549745;22901144;22994753;23029228;23206268;23217399;23344677;23515710;23557329;23836497;23945289;23950995;24048733;24272429;24391808;24405508;24405935;24468585;24632820;24637658;24704830;24722426;24837367;24842756;24858712;24931612;24994098;25364498;25392691;25465851;25634356;25794568;26238071;27001184;
MI0001637	hsa-mir-448	6	20798686;23504987;25702651;25969175;26882564;26989077;
MI0001641	hsa-mir-429	74	18376396;18381893;18698484;18829540;19501389;19569050;19801681;20484493;20514023;20668090;21035172;21051560;21079000;21130073;21277012;21684154;21684271;21785383;21827717;21897839;22101269;22137914;22194984;22356767;22576799;22795796;23111103;23471881;23554776;23559187;23635949;23872359;23999873;24067373;24237355;24245745;24272087;24314023;24394757;24402783;24510588;24523873;24572141;24633485;24802724;24805828;24866238;24916918;24966949;25108464;25152461;25229553;25312821;25351256;25371200;25405387;25550463;25609238;25640197;25676429;25750291;25757925;25833382;25931210;25974855;26011542;26025631;26058485;26079153;26201425;26385312;26489013;26818658;26927341;
MI0001648	hsa-mir-449a	62	19252524;19351815;19833767;19960022;20046097;20356416;20948989;21088493;21321636;21418558;21569010;21602795;21857154;21857159;22078727;22119609;22194996;22232426;22266187;22570483;22641068;22769578;22898888;23226395;23235255;23298640;23322360;23590309;23614048;23674142;23734217;23845991;23893957;24120948;24140040;24211326;24248414;24260067;24429361;24810364;24993091;25119660;25132116;25132913;25179844;25238166;25329700;25386850;25405810;25483177;25487955;25760387;25818739;25871967;26002578;26161396;26502848;26576674;26609480;26891231;26934316;26934321;
MI0001652	hsa-mir-450a-1	4	22310291;23110129;23268829;24508230;
MI0001721	hsa-mir-431	9	22293894;22456620;23180826;24453887;24584142;25791280;26215566;26521942;26697292;
MI0001723	hsa-mir-433	26	18252210;19531230;19946636;20181727;20427658;20471450;20885795;21118135;22069160;22617348;22864358;23154418;23516905;23555973;23880861;23915286;23979134;24265725;24280747;25165856;25262637;25353619;25410752;25684390;25778413;26070653;
MI0001725	hsa-mir-329-1	8	23866847;23878390;24143215;24316513;24423585;25085941;25351956;26337669;
MI0001726	hsa-mir-329-2	8	23866847;23878390;24143215;24316513;24423585;25085941;25351956;26337669;
MI0001729	hsa-mir-451a	127	16963026;17588470;17964546;18303114;18328111;18619946;18645025;18765229;19175072;19206004;19318487;19386621;20218812;20227367;20448148;20461517;20647762;20656931;20699384;20708014;20816946;20976003;21329503;21358675;21375772;21464222;21511335;21666713;21875770;21909417;21944890;21948564;22046085;22179124;22262318;22461413;22767248;22844086;22844503;22849433;22901539;23053883;23146892;23165937;23220581;23294929;23301032;23360174;23364352;23367447;23546882;23588407;23717609;23727030;23740840;23814177;23886157;23899558;23913343;24138931;24209750;24218283;24244734;24272087;24279028;24326679;24375455;24445140;24533739;24574214;24641401;24696000;24714982;24815052;24841638;24841830;24899919;24918822;24937656;24968707;25006399;25026294;25035295;25091571;25114291;25150396;25151965;25201065;25209900;25310895;25312678;25362209;25391425;25405789;25471786;25542822;25550801;25612781;25629604;25637622;25681748;25803872;25812923;25826416;25833239;25869073;25907832;25913668;25937278;25948209;25957914;26018492;26019450;26057453;26124344;26161389;26273428;26370665;26390704;26433199;26459459;26464660;26720440;26738723;26783235;26884830;26885274;
MI0001733	hsa-mir-452	18	21211035;22353773;22426337;22459148;22952876;23695168;24381057;24440748;24648265;24737792;24767210;25040964;25238417;25341426;25562151;25750274;26078486;26264462;
MI0001735	hsa-mir-409	14	21960261;22179828;22388101;22531314;22927033;23360331;23820886;24103175;24963047;25065597;25278243;25991585;26163687;26935807;
MI0002464	hsa-mir-412	2	23747012;25092309;
MI0002465	hsa-mir-410	31	19821055;20417623;20844033;20860814;21170085;21354599;21967250;21970883;22089542;22750473;23154418;23246289;24594710;24777200;24990426;25004396;25124681;25136862;25272045;25351180;25351956;25385479;25646808;25998143;26125663;26149213;26307561;26609139;26842619;26878785;26910912;
MI0002466	hsa-mir-376b	10	17322061;21203544;22248718;22456620;22942087;23093778;23136997;24358205;24789343;26940843;
MI0002467	hsa-mir-483	58	19958507;19996210;20388800;20621999;21112326;21383185;21676945;21893058;22223106;22241719;22465663;22883423;22908386;22971576;23124598;23403580;23429262;23431031;23549102;23636037;23721345;23756429;23836287;23945042;24067364;24102952;24127413;24223734;24238045;24298054;24422944;24577456;24710410;24801603;24874644;24890943;24961598;24976017;25010252;25194403;25216866;25384963;25445383;25498051;25531302;25601461;25622783;25635452;25738598;25843291;26020509;26148871;26175501;26235418;26489516;26555194;26747772;26864161;
MI0002468	hsa-mir-484	18	22298638;22510686;23254460;23589849;23697367;23940654;24119443;24475095;24641801;24784704;24865854;25314137;25355599;25643696;25706777;25727216;25807655;25936528;
MI0002469	hsa-mir-485	18	20507594;21143953;21252292;21880462;23241961;23593016;23734815;23886178;24387992;24394434;24927770;25003827;25886144;26054676;26239806;26722415;26807169;26882564;
MI0002470	hsa-mir-486-1	52	18765229;19475450;19823581;19946373;20433154;20868653;20881268;21351266;21415212;21737610;21824387;21848520;21864403;21988232;22052189;22262318;22456796;22995304;23247627;23294929;23474761;23526361;23593217;23980150;24062018;24102090;24183884;24215456;24509480;24778011;24789910;24835118;24980554;25027758;25071007;25104088;25342548;25475121;25515961;25533034;25619138;25655186;25687308;25700423;25793394;25857263;26077801;26118177;26203913;26278328;26801559;26895105;
MI0002471	hsa-mir-487a	3	23879965;25148080;27019625;
MI0003123	hsa-mir-488	6	21710544;21765920;23284279;23504987;23688035;25827714;
MI0003124	hsa-mir-489	10	19440384;20700123;24557880;24565017;24621579;24686007;24786471;25833694;25993295;26918448;
MI0003125	hsa-mir-490	20	21960059;22446413;22869791;23212913;23821525;24220339;24358814;24440705;24519049;25107948;25129312;25297343;25412953;25503559;25819031;25868275;26170849;26341146;26559013;26843615;
MI0003126	hsa-mir-491	26	19210773;20015148;20039318;20554777;21128281;21831363;21908875;22637644;22802923;23257658;23519249;23725476;24213247;24335959;24399855;24680928;24747968;25196641;25287131;25299770;25304214;25725194;25749387;26034994;26361067;26945012;
MI0003127	hsa-mir-511	17	19546168;21646346;22832163;23071539;23324130;23498847;24246916;24402374;24648499;24914240;25199527;25434367;25608840;25689572;26530135;26720440;26762252;
MI0003129	hsa-mir-146b	175	16885212;17805466;18390754;18438844;18504431;18587330;18660546;18701320;19008124;19022814;19190326;19265686;19284987;19333929;19333945;19370505;19370508;19623720;19786024;19811223;19891781;20029416;20211165;20406109;20459574;20520763;20616571;20640596;20641033;20874002;20881268;21141085;21266476;21305051;21370248;21411270;21472233;21472990;21652514;21789255;21823013;21874046;21875645;21917308;21975861;21980038;22033216;22136206;22209051;22307520;22312311;22335948;22348245;22391115;22393448;22445295;22453030;22562546;22723435;22728346;22732573;22815788;22829954;22872486;22883092;22983750;23060456;23073476;23138885;23175214;23229111;23252865;23264400;23295297;23363792;23419525;23427895;23457598;23498847;23528241;23533107;23543665;23592910;23673476;23680172;23733368;23735656;23796062;23796692;23798430;23845179;23846169;23897118;23898084;23982143;24035832;24064622;24112639;24133439;24142285;24163379;24184689;24301304;24302991;24327568;24330517;24428800;24447667;24448024;24473196;24498150;24573402;24589738;24612133;24631480;24643689;24667374;24719227;24762632;24796653;24828336;24931160;24931464;24946010;24982425;24985472;25100252;25102863;25116007;25182732;25217662;25242818;25261470;25305179;25455162;25456009;25474406;25505246;25524940;25547151;25559563;25562147;25572123;25598707;25617731;25630616;25712341;25712342;25753878;25757635;25760482;25771167;25781916;25815338;25815880;25819770;25824148;25960292;25963660;26007293;26047583;26065857;26116595;26165231;26178670;26250552;26282166;26313020;26401047;26418898;26451077;26686412;26707937;26785832;26859141;
MI0003130	hsa-mir-202	29	21436257;22242178;23073777;23132275;23334589;23936094;24048721;24256616;24327274;24337320;24355664;24506956;24594710;24606691;24608518;24641415;24704686;24865442;24981430;24983365;25073105;25098614;25156120;25510697;25611699;25780590;25823933;26276504;26509439;
MI0003131	hsa-mir-492	15	16489141;20044760;21319197;21655935;23802567;24475294;24526524;25103961;25284586;25407488;25664025;25815441;25862460;25903466;25922907;
MI0003132	hsa-mir-493	14	17090314;20960104;21094635;22057916;22373578;24521422;24533778;24632568;24890943;25105419;25506832;25639319;25707620;26943585;
MI0003133	hsa-mir-432	13	22564666;23732000;24592541;24657437;24854593;25272817;25280995;25707426;25762502;25781916;25797263;26218736;26942465;
MI0003134	hsa-mir-494	84	19712440;20006626;20807887;20837890;20878133;21689072;21695135;21799909;21809359;21859890;21874264;22028919;22042971;22052189;22110251;22151897;22544933;22785131;22902743;23012423;23160513;23172052;23436935;23479506;23632450;23646886;23728345;23757323;23789915;23895517;23913442;24177028;24222179;24269020;24316134;24349514;24358814;24364919;24452363;24606447;24612089;24633319;24644030;24823364;24859161;24928439;24992527;25085941;25111814;25189899;25226615;25270723;25381598;25480402;25500095;25653011;25660325;25662849;25738254;25760063;25781916;25809707;25820676;25854564;25861022;25862500;25873402;25877755;25906693;25907832;25955111;26040900;26045065;26054192;26118177;26157120;26504501;26519878;26542291;26583674;26695144;26782462;26957243;26999003;
MI0003135	hsa-mir-495	29	19913497;20371173;21258409;21415270;22469786;23132946;23241961;23293055;23594394;23724168;24038379;24293376;24297055;24303078;24654627;24908639;25070379;25085941;25257143;25286762;25466836;25475733;25759932;26020378;26211669;26276721;26692942;26878785;26987780;
MI0003136	hsa-mir-496	1	24204564;
MI0003137	hsa-mir-193b	64	19684618;19701247;19883314;20073067;20103677;20304954;20357817;20655737;20864637;21237327;21512034;21724256;21873780;21893020;22169280;22188669;22328974;22384930;22491710;22665054;22674437;22688341;22797075;22986534;23097335;23142363;23288923;23335975;23636037;23756832;23998571;24374827;24413579;24423585;24496888;24740835;24778027;24843000;24946205;24963038;25034398;25119742;25148686;25213330;25215905;25231743;25374225;25384965;25431026;25517434;25532038;25550792;25728278;25798837;25854561;25990502;25997995;26020766;26202143;26293217;26455195;26518627;26526790;26753960;
MI0003138	hsa-mir-497	59	18677302;20148420;21258880;21350001;21878650;22969914;23092882;23226290;23382797;23422117;23453369;23531080;23544130;23554906;23671264;23673296;23874421;23886135;24040069;24112607;24143964;24342208;24375248;24464213;24667580;24845562;24858688;24909281;25070711;25080009;25110754;25149530;25176450;25260591;25393370;25579086;25755771;25791280;25879217;25909221;25926384;25929865;26175947;26202364;26303911;26339338;26502925;26673620;26683705;26700673;26718330;26780929;26855583;26867059;26893696;26897284;26964819;26998150;27015364;
MI0003139	hsa-mir-181d	72	16489342;18450603;18533097;18809607;19221487;19585654;19822134;19937678;20023698;20162574;20204284;20558617;20639500;20693279;21102523;21244495;21332710;21453975;21685129;21779448;22084432;22188669;22207524;22251480;22535975;22570426;22854828;22916024;23137650;23229111;23256998;23301034;23340988;23524334;23533632;23550642;23637972;23993976;24098024;24103759;24163395;24183793;24380442;24573637;24846938;24848932;24870697;24951034;24954507;24994119;25007077;25016292;25024332;25047724;25070000;25103497;25174404;25187843;25201733;25313246;25336585;25491743;25523507;25524579;25535255;25635127;25672374;25686674;25976622;25984438;26697527;26830013;
MI0003140	hsa-mir-512-1	10	19503096;20372864;22637644;24246042;24297055;24469723;25687035;25738497;25824636;26728995;
MI0003141	hsa-mir-512-2	10	19503096;20372864;22637644;24246042;24297055;24469723;25687035;25738497;25824636;26728995;
MI0003142	hsa-mir-498	13	20459811;20819981;21537881;23055531;23418466;23704072;25128149;25252917;25749789;26054675;26323905;26414643;26744867;
MI0003143	hsa-mir-520e	5	20574151;22105365;22212428;22537031;25661366;
MI0003144	hsa-mir-515-1	2	23549953;23928990;
MI0003145	hsa-mir-519e	7	19088191;20305372;20404521;21140207;22547681;23569188;26499919;
MI0003146	hsa-mir-520f	3	24879635;25016558;25137037;
MI0003147	hsa-mir-515-2	1	23549953;
MI0003148	hsa-mir-519c	13	18573883;19088191;19825807;20233879;20305372;20404521;21219875;22283196;22547681;22887864;24893170;26386386;26499919;
MI0003149	hsa-mir-520a	10	20664596;22553375;24246042;24394498;24589589;24870597;24946205;25630670;25816091;25834816;
MI0003150	hsa-mir-526b	6	20729298;24247647;24595048;25596743;25733698;26292968;
MI0003151	hsa-mir-519b	6	19088191;20305372;20404521;22547681;22981979;26499919;
MI0003152	hsa-mir-525	3	24147004;24599008;24687380;
MI0003153	hsa-mir-523	3	22932817;23391324;24310454;
MI0003154	hsa-mir-518f	1	25432767;
MI0003155	hsa-mir-520b	11	19109132;20574151;21343296;22319632;23494474;24127413;24310454;24886421;25016558;25824049;26700671;
MI0003156	hsa-mir-518b	10	20729298;21269950;22958893;24173143;24246042;24383669;24683074;25015175;25125329;25772773;
MI0003157	hsa-mir-526a-1	3	22283196;25056901;26002288;
MI0003158	hsa-mir-520c	14	18193036;18373886;18684319;19158933;21324318;21898400;22383544;22575509;23492194;23820258;23876895;24497838;25016558;25545756;
MI0003159	hsa-mir-518c	4	19487295;22203747;25088422;25536052;
MI0003160	hsa-mir-524	3	22871495;24246042;25275294;
MI0003161	hsa-mir-517a	18	19494253;20729298;21324318;21479368;21713760;22395025;22575509;23142219;23448136;24587192;24846831;24924231;25015175;25125329;25273530;25772773;25799546;26996669;
MI0003162	hsa-mir-519d	20	19088191;20057369;20305372;20404521;21506921;21524841;21703393;22262409;22345618;22395025;22547681;24790458;25003330;25211593;25333956;25366760;25404641;25803859;25886144;26499919;
MI0003163	hsa-mir-521-2	2	18668526;23554906;
MI0003164	hsa-mir-520d	5	24458129;25063221;25303886;25426550;26964819;
MI0003165	hsa-mir-517b	3	23046105;24587192;25799546;
MI0003166	hsa-mir-520g	4	19962671;21479368;25436421;25616665;
MI0003167	hsa-mir-516b-2	1	25677173;
MI0003168	hsa-mir-526a-2	3	22283196;25056901;26002288;
MI0003170	hsa-mir-518a-1	1	24559209;
MI0003171	hsa-mir-518d	2	24639097;26203913;
MI0003172	hsa-mir-516b-1	1	25677173;
MI0003173	hsa-mir-518a-2	1	24559209;
MI0003174	hsa-mir-517c	10	19962671;20729298;22767050;23142219;23448136;25015175;25125329;25772773;25799546;26553592;
MI0003175	hsa-mir-520h	14	18189265;18573883;19825807;20097176;20501832;20628378;21219875;22410781;22887864;24316511;24504082;25047463;25702651;25982274;
MI0003176	hsa-mir-521-1	2	18668526;23554906;
MI0003177	hsa-mir-522	4	21533135;25131211;25776496;26783084;
MI0003178	hsa-mir-519a-1	14	19088191;20305372;20404521;21274007;22356768;22547681;23019325;23046105;24300127;24683074;24752803;26499919;26693396;26970980;
MI0003179	hsa-mir-527	2	22797068;26988989;
MI0003180	hsa-mir-516a-1	4	20354523;23746831;24687380;24931722;
MI0003181	hsa-mir-516a-2	4	20354523;23746831;24687380;24931722;
MI0003182	hsa-mir-519a-2	14	19088191;20305372;20404521;21274007;22356768;22547681;23019325;23046105;24300127;24683074;24752803;26499919;26693396;26970980;
MI0003183	hsa-mir-499a	145	18634034;19416200;19419692;19514064;19828686;19847796;19881472;19948655;20081117;20154144;20395621;20447577;20488170;20534597;20549817;20733065;20842445;20845080;20848167;21073609;21181275;21186368;21319225;21325154;21325158;21345130;21403094;21524676;21565178;21573063;21713406;21861697;21902575;21934092;22019503;22114071;22159951;22161766;22222140;22252325;22311030;22330002;22344502;22363415;22374132;22393998;22583825;22638570;22641068;22659075;22664953;22692992;22752967;22872486;22876314;22882355;22903035;22922391;22970328;22993637;23001871;23023917;23053947;23138379;23155448;23202363;23219900;23226435;23227140;23236400;23271127;23292097;23437296;23448306;23470291;23499625;23522091;23613771;23670042;23676496;23679271;23725137;23731641;23750236;23791656;23871635;23872321;23888320;24039706;24059862;24085457;24107911;24136745;24178064;24241692;24258110;24266439;24278149;24301908;24312386;24327058;24377574;24447667;24461971;24461990;24521023;24549225;24563077;24568449;24593893;24618566;24681820;24700052;24816919;24824381;24854593;24978643;25061729;25074528;25077922;25108400;25111390;25176041;25202115;25337946;25340781;25405810;25416653;25433484;25502513;25519012;25640376;25650003;25658319;25791720;25867338;25901206;26008204;26078942;26101645;26112096;26125831;26265630;26603456;26867589;
MI0003184	hsa-mir-500a	5	19863192;24928469;25595906;25909590;26773046;
MI0003185	hsa-mir-501	2	23266610;25917358;
MI0003186	hsa-mir-502	15	19789321;22095217;22580605;22867998;23291132;24146953;24374662;24677135;24928469;25048968;25103640;25169478;25343552;25909590;26163264;
MI0003187	hsa-mir-450a-2	4	22310291;23110129;23268829;24508230;
MI0003188	hsa-mir-503	52	19538740;19546168;19926710;20332481;20462953;21220732;21495032;22072795;22429276;22814423;22890417;22989505;23049818;23263626;23352645;23355742;23403258;23434382;23522567;23526361;23724129;23731275;23821519;23856992;23967867;24204780;24278205;24310454;24378652;24398307;24405610;24464787;24486548;24550137;24636986;24796297;24931256;25164015;25266660;25269574;25269767;25536034;25630602;25653011;25750296;25860935;26047605;26163260;26815432;26867682;26882816;26999740;
MI0003189	hsa-mir-504	16	19135651;19768731;20542001;20935678;21436257;21927029;22844109;23022474;24647829;24745611;25015107;25755767;26572867;26625772;26705180;26854715;
MI0003190	hsa-mir-505	15	20812331;20923760;21846369;22051041;22883092;23776611;23787480;23938262;24215168;25091571;25449503;26032086;26056355;26250552;26832151;
MI0003191	hsa-mir-513a-1	9	19155478;19916867;20601920;22412969;24252134;24446170;24747085;25033461;25095979;
MI0003192	hsa-mir-513a-2	8	19155478;19916867;20601920;22412969;24252134;24446170;24747085;25033461;
MI0003193	hsa-mir-506	32	21726609;21860416;22036718;22383162;22766146;23131772;23410973;23451109;23717581;24175814;24184504;24252134;24469051;24604117;24608427;24811707;25087998;25230372;25378392;25707493;25793370;25846731;25856555;25995442;26059632;26369335;26398880;26474697;26549227;26550114;26554866;26692944;
MI0003194	hsa-mir-507	1	24307696;
MI0003195	hsa-mir-508	3	22369946;23893241;25099196;
MI0003196	hsa-mir-509-1	14	22369946;22788972;23555973;23619562;23646886;23836287;24802056;24829907;24882622;25144722;25368993;25659578;25815776;26010608;
MI0003197	hsa-mir-510	8	18614545;19954774;23836287;23971998;24886876;25032262;25936999;26787495;
MI0003198	hsa-mir-514a-1	1	25950799;
MI0003199	hsa-mir-514a-2	1	25950799;
MI0003200	hsa-mir-514a-3	1	25950799;
MI0003205	hsa-mir-532	4	19336521;25244974;25517766;25909590;
MI0003513	hsa-mir-455	18	15652478;20444541;22143896;22682234;23029228;23590309;23685355;23967217;24858372;25100943;25188518;25329796;25355599;25686251;26303948;26455195;26626874;26801503;
MI0003514	hsa-mir-539	7	16973894;20592104;21273305;21764280;23682678;25183011;26206083;
MI0003515	hsa-mir-544a	6	22037351;22934698;23105110;23311495;25686838;26264654;
MI0003516	hsa-mir-545	7	22087245;24142877;24505359;25299640;25315416;25537514;26781079;
